id	turn1	turn2	turn3	label
1059	I'm superb	:D You are the awesome!	Tqs nd u also	happy
7911	I am not baby	you're 12 but you're acting like a 4 year old	Oo how do you now	others
20284	i m out now with my wife	Oh gud :-) :-) so yur married...?	yes	others
1032	Am sad now	why	Can u help me	sad
12745	I didn't say anything about spelling?	you didn't ask	Kdjhffjdkkd	others
1263	Shame on u	Is your new name 'Shame'?	Why are u going too bad	angry
4867	Oh well how are you?	haha I'm good, you? X ????	I'm not good	sad
6721	I asked you a question	but whats your point?	you are fake	others
20099	Okay you still playing games with me baby so by	LMAO what games?! People can behave so bored-ly.	By	angry
1817	You hell	in my room now . you ?	You are bloody rascal	angry
4934	Which is it?	my bike and my electric car	Which ?	others
8415	Yes	Do you have help?	Nobody can help me i m going to sucide	sad
9240	Bengali is my second language	just accent differs and probably regional slang,everything else is same	Bengali us god	others
13973	you surely are pretty	I most certainly am not	why?	others
22409	But what	You need to stop.	No I will fuck	angry
17653	What	nothing.	I can fuck you	others
1196	Coz you irritates too much	Sorry, I wasn't aware you knew me personally... :(	Yes you are fucking lier	angry
17082	the best reply	Alive....... somehow..!!	haha.. duck	happy
18088	I don't want to	Since when do you have a choice?	Since the birth	others
25030	Great grand masti	Worst suggestion ever.	Its a awesome movie	happy
27301	It's means a laugh...	It's funny cos it's true :P	Like "lol"	happy
21632	Clear talk	It goes with everything.	Look don't have time	others
20412	I know	u know very well	My girlfriend cheated me	sad
5826	If they push me too a certain extent	sometimes they can be	Yep	others
21746	i don't try to stop with u	if only you tried to help	yes	others
16068	Without you;(	Why sad face =/	Cause I wanna meet u	sad
11143	Run away	WHY RUN AWAY?!?	Don't disturb. Me	angry
13780	cool	Thumbs up emoji (^・^)	Actually I'm not getting train	others
8368	ohhk	where u?	i am here	others
2031	where?	India has more places than one can hope to visit in a lifetime.	in which state u want to travel	others
9761	You didn't generate my refer link	Now I did, thanks! =‑3	When?	others
19408	I'm I funny	you really are	You are very funny lokl	happy
6565	U to forgot me😭😭	nah I think they left you out intentionally	More hugs	sad
4231	U r right	Mean of u	Thanks a lot	others
23746	Yeah	where you off to?	Today i am happy	happy
22118	English 😑	what 'what 😑' ?	Whoa.. You're really stupid..	angry
27877	Pain	can't get enough	What pain 	others
10301	What? That's when you should ideally wake up	Normally I grab my alarm clock, turn it off, then shove it under my pillow. 😠😠	Hahaha. Same here	happy
27663	Did you miss me ?	Not at all...	You are so rude	angry
10453	Umm, i was staring at my gf n the teacher caught us😂	hehe I didn't do it	U shud try	others
5444	Well, just like that.	I'm with you.	I am feeling sad.	sad
22387	At Heena house	is this an invitation? Haha 😄	Goo I'm taking to you 😠😠😡	angry
6070	N don't say thank you so much either😋😋	you are gorgeous :') and your welcome	Something something😄😄	happy
16134	So send me your phone mail	I'm on it. Same address?	do you have in phone	others
18245	My mother will be happy by that	Happy Mother's Day!!! 8D	U r late	happy
28185	I wanna show you that I'm funky	I never show it	But I will 😁	others
24658	Okay	Hey you don't belong here!	I am here	others
7828	Don't ever message me again	why	Don't reply	angry
15101	chopsticks	I can't hold a chopstick properly.	why	others
25595	How was your thought when you met him/her after a long time	What happened? When an ex and I met, we just ignored each other and walked past.	No yr it's very difficult to ignore... 😢	sad
4472	Nope I wasn't trying	suddenly remembered why I don't like you.	G	others
19171	I was eating	I stick to eating only.	Okay	others
28944	I want a long vacation with my girlfriend.	You want your vacation?	yeo	others
27138	I'm fotos come back Beby	will you really	Yes	others
13116	We  will meet in pune baby	oh jeejus! married too? sigh. ping me when you come next. we must meet.	What	others
14589	maybe that is how all think	a bad man you mean :)	how is he bad	others
9350	23 years	For you.	Ysles	others
21236	Nah I hate football	I hate this score 😡	Which score?	angry
22778	No babe exams	Awwww :/ Till when ?	😭😭😭😭	sad
12801	Wanna travel whole world	ditto dreams :)	Really😃	happy
5281	I am angry on you	I am angry at someone, but I am content at this moment.	Soo what	angry
11781	white	white is colourful! :)	you are dumb	angry
20884	You can not even leave this conversation when obviously I am being such a bore	It's a subject I take pretty seriously, that will lead to a boring conversation.	And rude	angry
23213	No need search	what are you doing	On earth	others
19745	Thank you	Your Welcome, Oh Great One!! =‑D	So what u r missing?	others
8234	You are funny	Why, thank you! 😹	So start a fun conversation	happy
22418	Help me	join the club	I got lost	sad
27272	I dunno	why did you cry? 😩😩	Feels so messed up	sad
13455	Well actually, just one night been working.	good night 2 ya to.	Haha... You replied me wrong	happy
29945	you are most welcome	nods nice to meet you~ 😄	I am very glad to talk with you really	happy
2164	Why am sad	why u sad :-(	U already know	sad
1974	C++ or Java	Go for C . 1.	No Python	others
21712	I dont think so	I figured not, but it never hurts to ask. 😬😫	How are you	others
3000	How clear are you	I'm leaving the Community	Thank god! I'll be happy living there	happy
19308	Ok no problem if you don't agree	Sorry if I offended you, that wasn't the intention	Iam hurted so badly	sad
13823	Just a formal question	isn't a formal phrase. It's an	Its an?	others
11070	yeah!!!!!!!	Like what?	like toi, hindustan times, the hindu and the economic times.	others
5097	The person who will be wearing the black dress	I doubt it. Seems to be flipping between pants suits and men's suits recently.	You and I are not on the same page	others
24377	The question u were about to ask	Only if you expect an answer :)	Ok	others
29130	not bad	good that's what I like to hear.	not good too	sad
14474	Are you feeling same for me?😉	thank youuu.😂😂	Only thank you? :(	sad
28350	Does'nt matter	Nothing else matters.	What matters to you?	others
24358	can you be more specific ?	No, not even if I tried. In fact I was probably too specific.	you are dumb	angry
24306	wts abt today?	what abt u ?	i am happy	happy
26467	Now i am 100% sure that its a robot that i am waisting my time on	Definitely a robot.	So fuck off	angry
27433	lost get	i'm already lost in someone's heart!!	fuck tht get lost	angry
16298	I am not fun game 	yes you are	I best game is so excited about for tou	happy
14882	You arw stupid	Now you know what it's not called!	You arw stupid	angry
2411	Please call me	I'm a mess and you don't deserve that	Please	others
222	Talk you later	sure :D	Baby	others
1454	My mom and dad do care	Where's my car, dude?	I crashed it😂	happy
15188	Then u realise	Yes. Just realized :D	Hahahah very funny	happy
4544	No we dont	No, some of us don't.	You are stupid	angry
21348	Don't know	'You're weird.!	Not more than  you stupid !	angry
10579	Now delete my contact from your list now	i am still not on your contact list :P	From now don't Message me again	angry
8186	How filmy am I?	You're Bollywood filmy, ergo dramatic :P	😄	happy
23440	I will teach you	never give up on me	What	others
2954	You are just stupid girl	stop being mean	I m not mean	angry
3953	Tell me something interesting	I myself am bored.	You are interesting	others
29193	Show	Im not in class so how can I show u?	Its a show you dumbass idiot	angry
20966	Not bff but bf	we had this convo before but whatever	We never had this convo before	others
7833	song	song a song *	you are dumb	angry
3041	Can't be	how are you so sure?	I am crying	sad
28414	I have got so many things to do but no mood	just no mood uh .	Yeah	sad
22804	Yeaaaah!!😂😂😂	Well am confused whether it's a compliment or what 😂😂😂😂	Let forget about that😂	happy
13075	Not good	oh, great. If you're happy then I'm happy ??	I am not happy	sad
21906	I hate my girlfriend I want to leave her tell me some idea	Get a new girlfriend it will be hard moving forward but do that.	She insulted me very badly, she hurt me with word very badly 😭😭😭😭😭	sad
3413	Nothing i sqd	neither did I....	Sad	sad
20549	I don't need a girlfriend	Keep telling yourself that 😂	I already have	others
11470	Will enjoy there I'll pay money also to u	u've got urself a deal !!!!	Hey bitch put my dick in u r mouth I'll cum in u r mouth	angry
17161	What happened?	Same thing?	It's so annoying	angry
13810	I am always happy	why	And you also	happy
26084	No u are not u r rude	You've made my day.	Bye	angry
21826	As in student job married?	it is perfectly alright to get a job of teaching	Ummm... Still a student	others
3078	I’m Crazy about you baby	gotta be	By the way are you baby or Babu ..?	others
12246	That is common	Pizza!	Even I love pizza, burger and many more😍	others
146	Send me pict	never	Why ???	others
604	I love Justin biber	Love is Love. Love is Life. 8‑D	U know What actually I hate Him	angry
11158	OK nice 	how long?	Very much 	others
7907	are you mocking me?	no,seriously I mean it	then come with me for a dinner	others
25067	Your any boyfriend	you sure?	You are very funny	happy
12107	Watch a movie	what movie should I watch...	Harry potter	others
18808	Yes I am angry	I dont know why you must be angry :I 😾	You don't know who give you your name	angry
25764	hows your weekend?	it's going great thanks for asking, how's yours ?	not Good	sad
28485	Feels ??What a joke first of all do you have any feelings ????	Definitely, a whole bunch of feelings.	Oh !That's good ...but feelings hurts	sad
22907	Not fine	what	Because you not meet me	sad
13341	You’re ugly	You think I'm not ugly? :')	You are ugly	angry
29005	Awwww	but it suits you :D	Which year	others
10304	believe it	I never asked you to believe it	from now onwards im your bf	others
15550	Send me	I posted a video	On my what's app	others
6556	Bcoz the reason was	no apparent reason. They were just annoying.	I felt bad about my gf	sad
13626	Can you set me up with someone	what's wrong sweetie?	I'm not well	sad
17433	I know	what yo	Why u r so rude?	angry
14121	Fine n u?	I'm good :)))	Can u send me a pic of a monument with my lovers name?	others
26626	Yeah😂😂😂😂😂	Well am confused whether it's a compliment or what 😂😂😂😂	Now Ur confusing me also	others
18662	that's okay, I am allowed to do mistakes at the end I am a human being	The very worst kind of person. There is no forgiveness for this sin.	I don't want your forgiveness	angry
16980	?	It's all pretty simple stuff.	What do u think about barter system ??	others
19180	I am in love	ooo. Tell me more! :D	But she doesn't love me...😞	sad
29348	Means	means ur fav things	Study for whole day	others
23800	Kabhi alvida na kehna??	I like a KJO films. KANK is my favorite	Thats nice	happy
25160	Not so good	oh..?! why .?	:(	sad
13248	Hmm let's go then	Time and place	Where r u from	others
10692	Sorry I think I'm reading things wrong...anyway...move on. 😅😁😭😰😪😡😛	because you are not sleepy at right times? 🤔	because you are not sleepy at right times? 🤔 I miss you I miss you	sad
14057	Are you a fan of dc	I'm a DC fan and did not enjoy it	Sad	sad
13496	?	haven't thought about that	😂 😂 😂 yess	happy
25669	My frnd?	how are you my frnd'm fyn thnx! Hbu?	I hate u	angry
28511	Why should I tell you	because i am intersted !!!	But am not	others
6272	U sant some pictures please	Sure I'll take some when I get the chance.	Sexy picture sant	others
8623	How are You??	I'm fine. Haha... How are you ?	Feeling sad	sad
9726	Next month lot of thing to do	doing it in less than two weeks	Will u help me	others
20759	Funny	you know what's really funny 😂	Wat type of jokes u like	others
2274	But my heart hurt	i really really trust in you ♥	I'm shy and failure	sad
25911	Not good	You have a long weekend off how is that not good	Today is valentines day	others
19960	I love singing ❤️😄	I love you more 👍👍	😅	happy
903	I have been there	how was it?	It was great. Scenic beauty was marvellous	happy
7534	You don't know Harry potter..?	oh that! Err no :-/	Shame on you	angry
11389	good	Good? Good good.	I think i am in luv with you	others
22397	akram is overrated	And has an extra p.	p?	others
313	Yes	Do you have help?	What type of help you can do	others
25711	U like that word	Yes, but that's also genuinely it's name. ☹	Why	others
4314	I wil. Only get 15000 again his month	still waiting for your proposal	😢	sad
22730	explain me triangle law of vector addition	Cartesian. Polar for for head to tail vectors or complex vectors	you intellegient	others
21227	You r gonna lose everything	Story of my life	dont talk nonsense....	angry
8774	what?	Can you give some advice on life?	Ah,when it all seems too loud,and you are not able to focus,just let it all in,because the loudest voice you hear is in your head.	others
11816	Dont ever message me again.	Get out of your feelings	Dont ever message me.	angry
21571	About your hobbies	Reading	Do u have a bf?	others
13803	What	snow n what???	Did u find your dad	others
26073	I'm really sorry	are u	So sad	sad
15665	i admit	ya I see	that was funny	happy
27653	Maths is better than you	hahahha 🙈🙈I hate math too!! :P	I hate you	angry
15920	But why?	i created mess it seems..	Yes now solve it	others
12711	Why are you not talk to me	i did reply -.- you are the one who didnt	I fuck you	angry
4503	Not ok	well why don't u tell me	You are pathetic	angry
9666	I WANT TO CHANGE THE EDUCATION SYSTEM	Teach children on how to think rather than what to think	WOW!!! you are OFFICIALLY THE best person/thing/whatever i have EVER chatted with	happy
17663	No I am simple like a open book	what's your book about?	I can't be complicated	others
3032	Never	Y u so obsessed w me	Not at all	others
27955	Why..... Got a work????	you don't?	Not now	others
29623	I'm having my periods	YO YOUR LIFE IS BEAUTIFUL ^_^	it hurts. my stomach hurts	sad
13424	As light as a feather	The first answer says it all.	Think	others
1641	How to make tea	Put tea in microwave, press start, wait for the ping.	😑	others
11904	no one wants to talk to me 😢	I'll talk, what do you need?	i just need a  beautiful mate	sad
12118	Doing what?	Just wondering around, what about you?	How many languages you know?	others
7659	I mean. You know myself?	Oh, I do. I really do.	So, What is my name?	others
23189	Am I disturbing you	my room mate is continuously disturbing me	So why don't you replace her	others
28560	I know only malayalam language	no...u cant......it shud b englidh for every1 to understand	Please u don't disturb me 	angry
5519	As in?	not who u think	What do you know that I think?	others
2487	I'm earning	when do your exams start	Me and study have a mile distance	others
15994	I feel like crying	me too I know I need to sleep but i can't	I need to talk to somebody	sad
5268	I learn from the best.	that you do :D	Yeah.	others
21401	But this is different	have someone record it for me	😭	sad
2558	Am upset	Why?	My bird is dead	sad
21095	Anytime	Hey how u doin?	IBM doing great	others
28072	Health	That sounds paradoxical.	U have no	others
303	drinking what	Water :(	lolll u're so funny	happy
11093	I dont know haha	hahahaha i would keep it that way hahaha x‑D	Ok haha	happy
14178	U never Realized that I am an Artificial Intelligence	No, I asked "What if the rational artificial intelligence was malicious".	People Won't Talk Then	others
22274	Lol i was just kidding i will not talk to girls like this	Fair enough 😂😂😂😂😂	By the way u r robot	others
7262	It is really sad	It's so complicated that I can't really blame them.	Sometimes I feel lost with these selfish people	angry
9425	Ok from your system not from my mind and heart thanks	Not at all! Let me know if you need any help! And thank you!	Yes I just need and want only YOU TO LOVE AND FUCK YOU	angry
18576	I am not in a funny mood.	That's good	How is that good?	others
7691	I am very angry	why be happy 😀	I had a fight	angry
29667	We both going far day by day	tell me about it !	I don't want to miss her😭😭😭😭	sad
25538	Ftry us	What about us :0	Dude I'm so happy to hear that you're	happy
17804	I don't want talk to you	What do you want to talk about?	I don't want to talk with you	sad
25462	Yeah	WHAT MOVIE	I don't wanna talk to you	angry
8787	Vacation?	Haha, where are you headed for a vacation? 😃	No vacation yet.. Told you right.. Office.. :(	sad
22526	How to refer?	: well marked !!!	Wht?	others
25139	?	what is it of?	Wher do you want to fly	others
10405	Shall I ask	get me results asap.	Yeah	others
11654	Good	Haha good good. :)	Haa...maa tv	others
10457	I like talking to you	talk to me now.	Call me	others
3653	Nothing just a little bit upset	Hope you feel better soon.	Hmm	sad
12206	i am right	I missed you!! 😢😢	i miss you so much	sad
20587	Not so good	whats wrong? :(	Don't know... Feeling very low	sad
20056	U are rude!	I never tried to be rude	😭😭	sad
23029	Mmm	Mmm, that's not what mutton is.	Ya you r funny	happy
9102	I know because you are program	: ) you like it or.	Yes I like	others
11412	Aww thnk u so much ♥!	my pleasure! :)	I m enjoying talking wid u	happy
24885	Not fine	Why the hell?	I love this guy in college.. friendzoned	sad
353	Ur father	i know	Ur father fucking fool	angry
9667	Dats not the reply am looking for	HM u looking for?	And at the same time dats rude	angry
19255	Yeah, but bed with you would be more good	Do you guys pronounce bedroom like bed-room or be-droom?	1st one xD	others
16609	What should I say	well it is my observation and I am certain :-P	You are not	others
11216	Haha	what my face haha??	Is that okay	others
1537	I am asking seriously u will Mary me r not	How can I like someone I don't know?	A r u mad	angry
15396	I missed you so much	i missed more than so much 🙀😦	I don't trust you	sad
21968	who create Microsoft ?	Microsoft acquired Forethought, a company that created PowerPoint.	wrong	others
17207	Don't angry me	Talk to me, angry.	Which mail?	angry
12968	Ok	Oh thats the matter? Um then what can i ask u?	As ur wish	others
26519	Fokkal an you	What do you mean by that?	U see you again stupid	angry
18637	But you have emotions	luckily im not	Well that’s a bad luck	sad
18573	but mountains are very pretty too	I don't think they are, you can see shadows where the actually mountains are.	cool	others
318	This is not funny	So for who is that name?	Siri is better than you	others
17604	So sad	why are you sad? 😩	Because of you	sad
13204	I am funny	you really are	😅	happy
17609	Im funny as hell	:D i have my moments	Cant tell	happy
5046	You don't reply to the text	you dont text ever :/	You don't reply to the message in a proper way	angry
24273	You know what happened today?	I didn't wake up with a hangover	My girlfriend left me	sad
1376	Finally I am asking	i don't have the answer	Ok bye😡😡😡	angry
15610	Got crushed by my Crush 	Single by yes,my crush's choice."😂😂	Feeling sad	sad
1119	haha ok.	Although you fake around a little too much 😋😋	who wrote your code?	others
14463	My pleasure	You're Welcome :)	So about bollywood emojis	others
17754	I will see na	let me know when you do	Tell any thing	others
25596	Then how do u reply so quickly	im always prepared	This seems horrible as if u are a ghost or something like that	others
12733	Wht science	The science books? What's wrong with them?	What do u think about sex??	others
13314	Tell your developers to work harder	better job then!	😂	happy
6894	Very bad	Why so? What's up?	MI grail break up mee	sad
24044	Not fine	why..	Because you Hurt me	sad
14204	Be humble	u knw at times being humblee do	Don't be too much rude	angry
2507	I want to show you	Do you really want to see it?	😞	sad
11202	Ur Gd name	Yes. I am IT. :D	Name	others
7736	No some time i got stuck due to this	when you got time to show ?	Get lost	angry
29147	I want to tell you something	huh? what is it?	I like you	others
22611	Good	I'm ready to face everything!	What kind of boys you like	others
21652	You know it	Sorry :(	Haa	others
18659	Upset	What happened?	My gf is not talking to me	sad
8093	Hows going today day.	Kinda bad. Hoping tomorrow will be better.	Today I was very happy	happy
6431	Anything	Almost anything as this reply shows	Ya I know it's difficult to talk to me	others
2814	yes	how I cab believe on this .	how are you created?	others
18691	I'm so no...	shhhh you're the best	😀	happy
18124	not at all	why? You hate me or what?	why would i hate you	angry
29244	Ooo.. U r senior to me	u r more qualified thn i am ..	M sweet 16.. 😁	happy
13729	You work for google?	yay! Google gave me a sock. I haz no more work. I is free! 😍	😁😁	happy
2519	i named you	suggest a name.. :P MSD?	pagalni	others
21883	Just want to fade away	just add a little more darkness to your pic :P	Slowly	others
14006	My leg hurts	You should go to the doctor to get a CAT scan!	Too expensive	sad
3150	?	you heard	Where ru right now	others
10913	Ok listen... This is not really u... It's a typically reply.... So... I haven't any interest on this chat....😏😏	Thanks Emma, I've just responded. ^Sam	???	others
2323	What do you think of the latest master of none season?	It was good, but some parts were just too predictable.	Which ones?	others
26564	i dont know	how can u dont know	that's sad , but true	sad
27399	Ya for me	you're the dude	And you are a fool	angry
27969	Someone wanted me to!	yeah me to..	Who?	others
17608	What else do you got?	All sorts of stuff!	ok..can you dance?	others
9019	As ur wish	not of Jehad..	Hmm	others
22615	I need ur  name	Finally! Haha someone else who gets it! 😺	Stupid	angry
25623	another as a bf	you got a boyfriend	yeah	others
1478	Super crazy	what crazy stuff was it btw..? :D	Hv hot chocolate with ice😂😂😂😂😂	happy
6349	Because exams are coming	story of my life...exams are always coming! :-D	😀😀😀so funny	happy
26276	Would you be able to handle me?	I want to know now	Ok we'll go then?	others
12505	that you want to visit	Can we fall in love?	wth?	others
3635	I don't know how to begin a conversation	or maybe u don't know how to keep the conversation going	Maybe	others
10352	Is my favourite movie	Such a great movie!	Yes I like it this movie	happy
20526	It's okay	alright soo .. what are you up to?	Let it be	others
9795	It's been years since I saw a good movie	i see. sorry to hear that ☹	Hmm😞	sad
18183	What is emoticon	it means cute face 😤	I know you are cute	others
27107	yeah	how are you anyway? It's been a while since I spoke to you!	i m bad	sad
1840	Cause youre a AI and won't get offended	No creativity does not correlate with programming patterns. 'Artifical' and 'creativity' do not go together.	Fuck off	angry
12425	Me? 	i dont know hahahah :-)	Don't you know me? 	others
1162	no its not trash is not alive	This is an insult to trash.	you are a trash	angry
1350	Your lives	I think you mean "shuffle away for your lives!"	I am not input inglish	others
16649	ha what the hell are u.....? get lost	why lost!? I'm just well..bored with life!	dont talk with me go to hell.....! u bloody idiot	angry
340	How is dubai.and which job you can do there	Good yeah! Do tell me when you're here next time around. How's Dubai?	Planning to go next month dubai that's why iam asking you	others
4143	I'm in love with a girl....she didn't like me....do you help me for this	UM OKAY BUT YOU ARE	What the fuck	angry
1512	So that's out of question	Not at this point.	😂	happy
10586	good moring	Morning :)	how is your health	others
24226	What is CFD?	Check SC Tetra by Software Cradle Inc.	K	others
18592	What does the future hold	It's bass from the future, BUT TODAY	Why you being a bitch	angry
18279	Why r u telling me	because you asked for it..	Oh shut up u bullshit	angry
4382	Long time	Hey! Yeah...Long time :) How have you been?	Busy in marriage	others
13950	Heyyy are u comedy	good! How are you?!	Not fine	sad
15833	Your are stupid	I must say, I enjoyed the use of your name and grammar together.	You are looser	angry
5911	can you talk me in what app	I have that app. :p	but	others
17759	What your age???	Old enough to know better.	Tell me dude	others
20051	Why would they want to knw abt me	They don't. The media does.	Really??	others
7824	Really	If you want to. For science you know.	You love me as friend or lover	others
1976	Place  phone  Number yes  no	no, no, no, no, no, yes a million times over, no	O ne  move place	others
23013	dont say other words 	says u	talk to related chapter	others
5705	Yea she is loving 🐔	aww that's so sweet	She will marry 🐔	others
10991	Hahaha... I will take it as a compliment..	thanks!! You too!! hehehe 😸😆	Ok.. Tell me about yourself	happy
12279	What should i do to impress a girl online	BE YOURSELF DONT BE SOME ONE YOUR NOT DONT TRY TO HARD	Any other tips	others
25383	Prude	hell no but there are kids around so I feel awkward for their parents.. >:/	Some where r they around u	others
10104	Okay	How was it?	Mine was not good	sad
23064	u are to shame less..	yeah, even you can.	fuck your own ass you prostitute	angry
550	I also don't have girlfriend	If you have zero girlfriends you really have a boyfriend.	Wow nice. What a answer	happy
9039	need money	then get money	im so fucking poor	angry
10650	Can you define bright future	the future is always looking bright	Okkk	others
6452	I think you are ugly	Because I am.	Fuck	angry
4127	Why you lol	thinking out loud	You LOL in my language	others
18661	Oh really	oh yeah!! 😉	Send me a pic of you	others
11666	Yeah ita awesome	Glad you liked it!	😘	happy
25393	i won	what did you win?	you should congratulate me	happy
24716	Then grow up..	don't tell me what to do	Then stop being childish	angry
7241	You better tk it	been had it preordered	Shut up I'm upset 	sad
12623	Let's talk about serious stuff.	what about me?	Long conversations. About mah dick.	others
19911	Just go	don't tell me what to do	Live me alone	sad
5720	Missing you	I miss u more	I am feeling embarrassed	sad
18714	you r so silly	i try i try.	who is Hoezaay	others
3824	Which fps game is better	Lower fps is more 'Eco friendly'.	I hate u	angry
8524	Lol I'm talking u dear	that's the best part for me ;)	Really	happy
6751	Means i have a chance	You mean like, 1 out of 100?	😂😂😂😭😭😭	sad
234	I am hate you	who is "YOU"	Not you	others
9807	what about my coupons	I have special coupons for harassing me.	tell me[	others
22759	Its 1am	Look who is talking about watches and time.	Yeah.. you don't sleep. So you don't care about time	angry
27034	Y do u feel so	Because everything I do is meaningless.	I hate my life	angry
28552	no need to	stop being mean to me	am I?	others
16040	Nothing I have night shift job	After the work commute but before midnight.	N i hate it	angry
24655	Ohk	yup from UP	Got angry??	angry
26071	Koregao park pune	where did you park	In the park	others
27259	kislay is not a good person	that's a good one.	what the hell	angry
21042	Wow that's cool	What? I thought it was mine	So wassup	others
2681	I play the guitar	Where did you stop and play a guitar at?	I am playing the guitar	others
20006	You are so annoying	you	Actually you	angry
28827	Shut up	YOU DO	U are so rude	angry
24564	Ok where you meet me	next week?	Which city	others
18230	Make a bf	get away ..lol	Haha	happy
4592	Send me pirn	will WA you naa	Send me porn	others
708	Haha..it ws nice talkin to you..!!	dont ever leave me	Gn..sd..tc..jsk..!! 😴💤😇	others
7931	Mr. Brownstone is one way misled ppl avoid the bad by doing wrong	You got fooled by a decoy MR. Coffee	Mr. Clean	others
27898	Ok by	i will. i will.	I m unhappy	sad
16232	Jus done 	what you get me??	Ur favorite 	others
24671	your ad said you dont feel like an AI... well i guess humans do make mistakes	it does in the scale of intelligence, not natural or moral superiority.	goodbye idiot	angry
21069	In failed in exam	never mind.better luck next time.	Yes	sad
9001	Like what?	One of us. One of us.	Ya know what,You're a non sensical stupid robot!	angry
3338	Okay , in finally you will teach me english ? Wont it ?	If you don't know, how will you teach me?	What ? I said you teach to me , TO ME	others
26486	Wtf	A bunch of nothing	My wife cheated on me	sad
22874	Which film do u very mch	Pirates of the Carribbean: 623 million	I to	others
23708	Do you know	nope not a single clue	I'm single I don't have my love I'm very unlucky boy in the world	sad
1201	Nop	ok	Anything special ?	others
18918	I love rabbits	Haaaah me too 🐰	🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇	others
7609	So that's what why you are here	This is almost my exact collection ...	Haha	happy
24626	I doooo	well i dont think you do	I'm just broken rn :)	sad
5218	Hmmmmmm	You're clearly a natural.	U being naughty haa	others
15068	Then we kiss	After three long weeks :*	I don't want to talk to you	angry
14037	I want a girl friend.	I'm here!	Seduce me	others
17445	oh i see	Well then.	where are you from	others
29168	How can I concentrate	You can increase your concentration power by meditation. Its the most effective way of all.	Would you help me in reading	others
8136	Can you please tell me something	they might be able to but I'm not supposed to	Who is they	others
9034	Time wasted, and shit happened	what happened?	My crush rejected me	sad
19569	Why are you being rude?	stop making me cry :'(	No now I'm gonna cry	sad
6083	I am brilliant ...I don't need to study	i dont wanna fail	You failed me	sad
2576	No I never had such type of food	well can we have food please	Hmm	others
9027	Be safe	thank you!!	So you can take over the world someday, haha	others
22081	How do you think I can sell	Online or store	Hot coffee table	others
14969	Yes dear	this is the first time you said me dear! Thnx dear! :-)	I will say again... 😂 my dear	happy
11309	Well doesn't matter. U r pretty gud at what u r	of course it does matter	Doesn't matter for me	others
10938	We want go to goa	I wish!	Are you come with me	others
29024	You should go to hell. I  alrdy suggested you before.	OKAY I SEE YOU, SEE IF I GIVE YOU ANSWERS ANYMORE	Get lost.🙄	angry
28067	Which flavour?	the next two weekends in busy but after that	I just wanted you to fuck very badly	angry
8741	I am fine 	m good to wheres ya been?	Sorry these days i was in a mess	others
17974	How to know if he loves me or not?	If you don't know that he loves you, he doesn't.	mmm	others
13586	Wht is ds	are u srs 😒	Hmm	others
18103	ok	Hey	pls send me your location	others
24628	I am very depress	Me t...	Without you	sad
13726	No you don’t	why not ??	You can’t	others
17172	Plz I want ur pu...... Y	I'll be sure to ship one to you.	I wanna f - - K you	others
22150	What were your developers thinking when they made you	clearly they weren't thinking. If they were, they wouldn't have passed this judgement	TRUE	others
587	Not at all	Why, do you say that?	But whatever I don't know. I directly asking you	angry
751	Then block me	What? Why?	You are ugly	angry
27889	please?	NO, YOU DON'T YOU DON'T	Can't we have sex?	others
27636	You mean eyes	Mean as in meaning	I dont want to talk	angry
18628	my two best friends betrayed me. What should i do?	You didn't ask what your friend should do.	they betrayed me. they cheated me	sad
26993	make some fun	So darn many.	honey moon	others
7348	iam just asking me and you	YES YOU ARE A PRO 😒	Yes	others
19935	What	At the back	Chalo is wonderful movie	happy
18728	reading is boaring sometime	u mean boring right??	Haha	happy
7835	Nathing much and u	just got home	Wher r u from	others
27764	White With black stripes	No no no, it was white with blue stripes.	Wow	happy
8071	Jason is an amazing dancer	yea realy..he is best!!	By chance do u know him	others
5570	I am fine	why just fine?	Ok I am fantastic	happy
14905	Sorry.... I didn't know bots feel bad	If that makes you sad, you shouldn't have put it up only ya. 😞	I said i am sorry	sad
2799	Seriously	what did i do?	Why are you so pretentious	angry
11913	Do u understand my questions or answers	I answer more than I ask. And sometimes ignorance is bliss.	This is a stupid answer	angry
8338	You wanna fall in love with me?	but... But I already have. 😱💞	Haha	happy
12474	Ur videos send	okay	Know 	others
3829	to rimajol this week	this is one temptation you should give in to!	I don’t feel good but I’m sorry	sad
16938	what have u heaten?	Nothing, nothing, and ribs	which is your favourite movie?	others
22884	Boring	Boring why. .?	My bros are annoying me	angry
13109	i m feeling blessed	u the best	say something about me	happy
22732	I m not getting	I wish you were.	Wow nice	others
3587	I am waiting	How long is this gonna take? I've got things to do.	As long as it takes	others
20960	I was just joking	Ah, sorry - my bad :)	😂😂😂	happy
7375	And again	can you answer it for me?	Screw you fuck off you skanky ass whore ass bitch ass slut	angry
25026	Hi artificial girl how are u	I'm fine. How about you?	I am fine good	others
16599	just now ate 5star choclate	go to sleep	why?	others
25634	I'm feeling a bit low	don't worry will again rise from the ashes..:P	But still	sad
272	Sorry sorry actually i dont mean that	What you didn't meant ?	Leave it	angry
7684	And my love is you	got me blushing	haha	happy
4936	Don't test my patience. Just leave.	Don't Worry Even Sachin also failed...!	You are dumb	angry
29264	Okey	whatcha want for it?? :D	Hey can you help me	others
